l;Destination;Channel;AdvanceDays;TicketWeekday;DepartureWeekday;Fare;miles
MSP;MCO;Travelocity;59;Friday;Monday;92.1;1310
MSP;MCO;Offline;17;Saturday;Tuesday;85.27666667;1310
MSP;MCO;Offline;103;Thursday;Tuesday;106.05;1310
MSP;MCO;Orbitz;1;Sunday;Monday;101.46;1310
MSP;MCO;Orbitz;17;Saturday;Tuesday;72.56;1310
MSP;MCO;Offline;8;Wednesday;Thursday;117.3523529;1310
MSP;MCO;Online Other;21;Tuesday;Tuesday;66.14;1310
MSP;MCO;Travelocity;5;Sunday;Friday;110.7;1310
MSP;MCO;Online Other;42;Monday;Monday;78.7;1310
MSP;MCO;Offline;54;Friday;Wednesday;107.261;1310
MSP;MCO;Offline;6;Monday;Sunday;204.2284615;1310
MSP;MCO;Offline;34;Friday;Thursday;113.5864286;1310
MSP;MCO;Offline;176;Tuesday;Wednesday;111.63;1310
MSP;MCO;Orbitz;41;Wednesday;Tuesday;155.98;1310
MSP;MCO;Online Other;12;Tuesday;Sunday;100.56;1310
MSP;MCO;Travelocity;34;Thursday;Wednesday;93.64666667;1310
MSP;MCO;Orbitz;96;Monday;Saturday;78.14;1310
MSP;MCO;Offline;51;Monday;Wednesday;117.0471429;1310
MSP;MCO;Online Other;24;Monday;Thursday;108;1310
MSP;MCO;Orbitz;8;Saturday;Sunday;148.84;1310
MSP;MCO;Orbitz;10;Wednesday;Saturday;96.75;1310
MSP;MCO;Offline;127;Friday;Saturday;111.63;1310
MSP;MCO;Expedia;31;Saturday;Tuesday;73.49;1310
MSP;MCO;Online Other;51;Monday;Wednesday;74.515;1310
MSP;MCO;Expedia;53;Thursday;Monday;92.1;1310
MSP;MCO;Offline;34;Tuesday;Monday;136.761875;1310
MSP;MCO;Offline;103;Monday;Saturday;75.35;1310
MSP;MCO;Expedia;54;Sunday;Friday;110.7;1310
MSP;MCO;Offline;15;Saturday;Sunday;137.175;1310
MSP;MCO;Offline;28;Friday;Friday;184.8346667;1310
MSP;MCO;Travelocity;11;Monday;Friday;96.75;1310
MSP;MCO;Expedia;92;Saturday;Sunday;111.63;1310
MSP;MCO;Travelocity;13;Thursday;Wednesday;96.75;1310
MSP;MCO;Online Other;83;Thursday;Wednesday;54.89;1310
MSP;MCO;Offline;7;Wednesday;Wednesday;179.5206667;1310
MSP;MCO;Offline;2;Wednesday;Friday;248.57;1310
MSP;MCO;Offline;85;Sunday;Monday;129.31;1310
MSP;MCO;Travelocity;29;Tuesday;Wednesday;73.49;1310
MSP;MCO;Offline;13;Monday;Sunday;136.0904762;1310
MSP;MCO;Travelocity;25;Tuesday;Saturday;133.96;1310
MSP;MCO;Expedia;38;Saturday;Tuesday;73.49;1310
MSP;MCO;Expedia;5;Monday;Saturday;96.75;1310
MSP;MCO;Expedia;38;Friday;Monday;113.49;1310
MSP;MCO;Orbitz;28;Friday;Friday;111.63;1310
MSP;MCO;Offline;97;Tuesday;Monday;99.535;1310
MSP;MCO;Offline;51;Wednesday;Friday;153.48;1310
MSP;MCO;Online Other;1;Friday;Saturday;200.76;1310
MSP;MCO;Offline;90;Monday;Sunday;111.63;1310
MSP;MCO;Offline;88;Friday;Tuesday;106.05;1310
MSP;MCO;Offline;117;Monday;Saturday;93.49;1310
MSP;MCO;Orbitz;56;Monday;Monday;92.1;1310
MSP;MCO;Online Other;15;Wednesday;Thursday;113.8666667;1310
MSP;MCO;Expedia;26;Tuesday;Sunday;120;1310
MSP;MCO;Travelocity;28;Friday;Friday;133.96;1310
MSP;MCO;Travelocity;13;Monday;Sunday;249.26;1310
MSP;MCO;Online Other;20;Thursday;Wednesday;87.03;1310
MSP;MCO;Online Other;38;Friday;Monday;106.36;1310
MSP;MCO;Expedia;67;Thursday;Monday;50.7;1310
MSP;MCO;Online Other;15;Monday;Tuesday;82.47;1310
MSP;MCO;Expedia;36;Friday;Saturday;120.35;1310
MSP;MCO;Orbitz;31;Monday;Thursday;113.49;1310
MSP;MCO;Offline;16;Sunday;Tuesday;72.755;1310
MSP;MCO;Orbitz;38;Friday;Monday;171.16;1310
MSP;MCO;Offline;60;Sunday;Thursday;92.1;1310
MSP;MCO;Orbitz;2;Monday;Wednesday;160.93;1310
MSP;MCO;Offline;35;Friday;Friday;168.366;1310
MSP;MCO;Expedia;45;Friday;Monday;133.96;1310
MSP;MCO;Orbitz;79;Thursday;Saturday;133.03;1310
MSP;MCO;Online Other;63;Monday;Monday;82.89;1310
MSP;MCO;Offline;58;Wednesday;Friday;142.7508333;1310
MSP;MCO;Offline;68;Thursday;Tuesday;92.1;1310
MSP;MCO;Offline;68;Sunday;Friday;131.1666667;1310
MSP;MCO;Travelocity;15;Thursday;Friday;133.96;1310
MSP;MCO;Expedia;14;Friday;Friday;187.91;1310
MSP;MCO;Offline;4;Saturday;Wednesday;120.99;1310
MSP;MCO;Offline;8;Friday;Saturday;125.12;1310
MSP;MCO;Offline;39;Tuesday;Saturday;143.66625;1310
MSP;MCO;Offline;44;Thursday;Saturday;148.8605556;1310
MSP;MCO;Online Other;48;Tuesday;Monday;91.26;1310
MSP;MCO;Orbitz;55;Monday;Sunday;108.37;1310
MSP;MCO;Offline;16;Saturday;Monday;111.63;1310
MSP;MCO;Offline;59;Wednesday;Saturday;116.986;1310
MSP;MCO;Offline;101;Tuesday;Friday;126.2825;1310
MSP;MCO;Offline;46;Wednesday;Sunday;128.0469231;1310
MSP;MCO;Online Other;38;Monday;Thursday;92.09666667;1310
MSP;MCO;Offline;22;Monday;Tuesday;99.34916667;1310
MSP;MCO;Expedia;93;Friday;Sunday;111.63;1310
MSP;MCO;Offline;43;Friday;Saturday;154.23;1310
MSP;MCO;Online Other;46;Wednesday;Sunday;92.1;1310
MSP;MCO;Offline;65;Wednesday;Friday;167.62375;1310
MSP;MCO;Expedia;74;Sunday;Thursday;92.1;1310
MSP;MCO;Offline;33;Tuesday;Sunday;125.8884615;1310
MSP;MCO;Offline;70;Thursday;Thursday;98.61;1310
MSP;MCO;Online Other;27;Thursday;Wednesday;66.14;1310
MSP;MCO;Travelocity;13;Saturday;Friday;111.63;1310
MSP;MCO;Offline;81;Tuesday;Saturday;127.1925;1310
MSP;MCO;Offline;79;Monday;Wednesday;98.3475;1310
MSP;MCO;Offline;33;Thursday;Tuesday;87.21575758;1310
MSP;MCO;Offline;74;Sunday;Thursday;116.1675;1310
MSP;MCO;Online Other;27;Monday;Sunday;92.1;1310
MSP;MCO;Offline;60;Monday;Friday;135.5066667;1310
MSP;MCO;Offline;55;Sunday;Saturday;127.1366667;1310
MSP;MCO;Offline;112;Wednesday;Wednesday;90.7;1310
MSP;MCO;Offline;47;Saturday;Thursday;96.13;1310
MSP;MCO;Offline;53;Wednesday;Sunday;135.2272727;1310
MSP;MCO;Offline;80;Saturday;Tuesday;96.74;1310
MSP;MCO;Offline;63;Saturday;Saturday;136.934;1310
MSP;MCO;Expedia;16;Monday;Wednesday;91.17;1310
MSP;MCO;Offline;163;Wednesday;Friday;231.16;1310
MSP;MCO;Offline;19;Wednesday;Monday;91.83846154;1310
MSP;MCO;Offline;85;Saturday;Sunday;64.19;1310
MSP;MCO;Online Other;46;Tuesday;Saturday;128.93;1310
MSP;MCO;Offline;91;Monday;Monday;99.075;1310
MSP;MCO;Travelocity;82;Sunday;Friday;110.7;1310
MSP;MCO;Expedia;57;Friday;Saturday;92.1;1310
MSP;MCO;Expedia;58;Thursday;Saturday;124.65;1310
MSP;MCO;Offline;12;Wednesday;Monday;197.83875;1310
MSP;MCO;Orbitz;29;Monday;Tuesday;111.755;1310
MSP;MCO;Offline;40;Sunday;Friday;123.8783333;1310
MSP;MCO;Online Other;86;Monday;Wednesday;67.82;1310
MSP;MCO;Offline;67;Saturday;Wednesday;92.1;1310
MSP;MCO;Offline;69;Tuesday;Monday;92.1;1310
MSP;MCO;Expedia;79;Wednesday;Friday;86.98;1310
MSP;MCO;Travelocity;18;Friday;Tuesday;91.17;1310
MSP;MCO;Expedia;38;Wednesday;Saturday;162.79;1310
MSP;MCO;Expedia;71;Saturday;Sunday;110.7;1310
MSP;MCO;Online Other;40;Thursday;Tuesday;66.14;1310
MSP;MCO;Online Other;49;Friday;Friday;138.14;1310
MSP;MCO;Orbitz;40;Thursday;Tuesday;111.63;1310
MSP;MCO;Online Other;34;Monday;Sunday;91.26;1310
MSP;MCO;Offline;171;Tuesday;Friday;111.63;1310
MSP;MCO;Offline;69;Sunday;Saturday;123.1942857;1310
MSP;MCO;Offline;52;Monday;Thursday;127.4566667;1310
MSP;MCO;Offline;36;Monday;Tuesday;96.48625;1310
MSP;MCO;Offline;84;Thursday;Thursday;115.275;1310
MSP;MCO;Offline;31;Thursday;Sunday;133.4745455;1310
MSP;MCO;Offline;76;Saturday;Friday;132.8375;1310
MSP;MCO;Travelocity;87;Monday;Thursday;92.1;1310
MSP;MCO;Offline;80;Thursday;Sunday;114.19;1310
MSP;MCO;Offline;69;Friday;Thursday;92.1;1310
MSP;MCO;Orbitz;52;Monday;Thursday;110.7;1310
MSP;MCO;Expedia;28;Saturday;Saturday;73.49;1310
MSP;MCO;Travelocity;28;Wednesday;Wednesday;93.64666667;1310
MSP;MCO;Offline;47;Tuesday;Sunday;123.0672727;1310
MSP;MCO;Online Other;138;Friday;Wednesday;92.1;1310
MSP;MCO;Online Other;29;Tuesday;Wednesday;69.815;1310
MSP;MCO;Offline;26;Monday;Saturday;207.8009091;1310
MSP;MCO;Online Other;25;Friday;Tuesday;71.47;1310
MSP;MCO;Offline;80;Sunday;Wednesday;92.4625;1310
MSP;MCO;Expedia;111;Thursday;Wednesday;111.63;1310
MSP;MCO;Offline;37;Friday;Sunday;146.035;1310
MSP;MCO;Offline;36;Thursday;Friday;148.8577778;1310
MSP;MCO;Offline;71;Thursday;Friday;113.8157143;1310
MSP;MCO;Offline;107;Monday;Wednesday;93.49;1310
MSP;MCO;Online Other;61;Friday;Wednesday;82.89;1310
MSP;MCO;Offline;80;Friday;Monday;106;1310
MSP;MCO;Online Other;26;Friday;Wednesday;84.93333333;1310
MSP;MCO;Orbitz;26;Monday;Saturday;73.49;1310
MSP;MCO;Travelocity;27;Sunday;Saturday;73.49;1310
MSP;MCO;Offline;116;Sunday;Thursday;111.63;1310
MSP;MCO;Online Other;36;Thursday;Friday;112.19;1310
MSP;MCO;Travelocity;80;Friday;Monday;60;1310
MSP;MCO;Offline;76;Friday;Thursday;106.362;1310
MSP;MCO;Offline;2;Monday;Wednesday;224.1294737;1310
MSP;MCO;Online Other;54;Tuesday;Sunday;92.1;1310
MSP;MCO;Offline;72;Thursday;Saturday;113.806;1310
MSP;MCO;Online Other;2;Wednesday;Friday;233.49;1310
MSP;MCO;Expedia;75;Saturday;Thursday;92.1;1310
MSP;MCO;Online Other;41;Friday;Thursday;84.145;1310
MSP;MCO;Offline;81;Monday;Friday;152.08;1310
MSP;MCO;Offline;113;Saturday;Sunday;120.465;1310
MSP;MCO;Offline;33;Monday;Saturday;123.2063636;1310
MSP;MCO;Offline;10;Friday;Monday;196.51;1310
MSP;MCO;Expedia;105;Thursday;Thursday;111.63;1310
MSP;MCO;Offline;61;Sunday;Friday;132.0966667;1310
MSP;MCO;Travelocity;35;Saturday;Saturday;153.49;1310
MSP;MCO;Offline;67;Tuesday;Saturday;122.0885714;1310
MSP;MCO;Travelocity;9;Sunday;Tuesday;91.17;1310
MSP;MCO;Expedia;88;Wednesday;Sunday;103.26;1310
MSP;MCO;Offline;90;Sunday;Saturday;103.4214286;1310
MSP;MCO;Travelocity;78;Thursday;Friday;111.63;1310
MSP;MCO;Online Other;33;Monday;Saturday;166.6;1310
MSP;MCO;Expedia;94;Wednesday;Saturday;75.35;1310
MSP;MCO;Travelocity;61;Tuesday;Sunday;133.03;1310
MSP;MCO;Offline;79;Thursday;Saturday;106.236;1310
MSP;MCO;Online Other;97;Monday;Sunday;92.1;1310
MSP;MCO;Online Other;43;Thursday;Friday;153.21;1310
MSP;MCO;Offline;42;Saturday;Saturday;134.4166667;1310
MSP;MCO;Online Other;78;Friday;Saturday;136.465;1310
MSP;MCO;Travelocity;5;Saturday;Thursday;113.49;1310
MSP;MCO;Expedia;1;Friday;Saturday;181.86;1310
MSP;MCO;Offline;11;Wednesday;Sunday;136.2335714;1310
MSP;MCO;Expedia;14;Tuesday;Tuesday;73.49;1310
MSP;MCO;Expedia;23;Sunday;Tuesday;73.49;1310
MSP;MCO;Expedia;40;Monday;Saturday;160.93;1310
MSP;MCO;Offline;74;Thursday;Monday;98.545;1310
MSP;MCO;Offline;57;Monday;Tuesday;92.1;1310
MSP;MCO;Offline;45;Sunday;Wednesday;97.94428571;1310
MSP;MCO;Online Other;55;Monday;Sunday;91.68;1310
MSP;MCO;Expedia;92;Thursday;Friday;87.44;1310
MSP;MCO;Offline;85;Friday;Saturday;165.5111111;1310
MSP;MCO;Offline;149;Sunday;Tuesday;87.44;1310
MSP;MCO;Offline;68;Wednesday;Monday;92.1;1310
MSP;MCO;Offline;75;Thursday;Tuesday;81.4;1310
MSP;MCO;Offline;12;Friday;Wednesday;109.705;1310
MSP;MCO;Offline;133;Thursday;Thursday;231.16;1310
MSP;MCO;Online Other;49;Saturday;Saturday;124.65;1310
MSP;MCO;Offline;40;Monday;Saturday;143.3322222;1310
MSP;MCO;Offline;14;Friday;Friday;207.3630769;1310
MSP;MCO;Orbitz;28;Monday;Monday;106.05;1310
MSP;MCO;Orbitz;50;Wednesday;Thursday;124.65;1310
MSP;MCO;Offline;62;Thursday;Wednesday;90.258;1310
MSP;MCO;Online Other;9;Monday;Wednesday;96.75;1310
MSP;MCO;Travelocity;59;Wednesday;Saturday;92.1;1310
MSP;MCO;Offline;96;Saturday;Thursday;99.535;1310
MSP;MCO;Expedia;135;Wednesday;Friday;111.63;1310
MSP;MCO;Expedia;1;Saturday;Sunday;211.16;1310
MSP;MCO;Offline;59;Thursday;Sunday;128.1971429;1310
MSP;MCO;Offline;44;Friday;Sunday;134.5835714;1310
MSP;MCO;Travelocity;30;Sunday;Tuesday;73.49;1310
MSP;MCO;Expedia;14;Thursday;Thursday;120;1310
MSP;MCO;Online Other;92;Friday;Saturday;97.26;1310
MSP;MCO;Offline;151;Wednesday;Sunday;111.63;1310
MSP;MCO;Travelocity;32;Thursday;Monday;133.96;1310
MSP;MCO;Offline;21;Sunday;Sunday;100.38;1310
MSP;MCO;Offline;57;Wednesday;Thursday;130.0327273;1310
MSP;MCO;Offline;110;Saturday;Thursday;111.63;1310
MSP;MCO;Offline;29;Monday;Tuesday;77.613;1310
MSP;MCO;Expedia;119;Wednesday;Wednesday;124.65;1310
MSP;MCO;Online Other;30;Thursday;Saturday;108.8433333;1310
MSP;MCO;Travelocity;12;Monday;Saturday;162.56;1310
MSP;MCO;Offline;61;Friday;Wednesday;114.26;1310
MSP;MCO;Offline;80;Wednesday;Saturday;113.8783333;1310
MSP;MCO;Offline;30;Saturday;Monday;95.06;1310
MSP;MCO;Offline;89;Wednesday;Monday;139.54;1310
MSP;MCO;Offline;14;Saturday;Saturday;148.84;1310
MSP;MCO;Expedia;2;Thursday;Saturday;160.93;1310
MSP;MCO;Orbitz;66;Thursday;Sunday;111.63;1310
MSP;MCO;Expedia;64;Wednesday;Thursday;92.1;1310
MSP;MCO;Online Other;71;Monday;Tuesday;82.89;1310
MSP;MCO;Online Other;51;Friday;Sunday;92.1;1310
MSP;MCO;Orbitz;32;Monday;Friday;120;1310
MSP;MCO;Offline;49;Friday;Friday;140.0314286;1310
MSP;MCO;Offline;91;Friday;Friday;137.2125;1310
MSP;MCO;Offline;66;Sunday;Wednesday;92.1;1310
MSP;MCO;Offline;93;Tuesday;Thursday;88.06333333;1310
MSP;MCO;Travelocity;69;Thursday;Wednesday;92.1;1310
MSP;MCO;Offline;64;Wednesday;Thursday;106.1971429;1310
MSP;MCO;Travelocity;60;Friday;Tuesday;92.1;1310
MSP;MCO;Expedia;110;Tuesday;Sunday;111.63;1310
MSP;MCO;Online Other;19;Friday;Wednesday;89.77;1310
MSP;MCO;Online Other;27;Tuesday;Monday;124.65;1310
MSP;MCO;Expedia;51;Sunday;Tuesday;92.1;1310
MSP;MCO;Offline;76;Monday;Sunday;124.8875;1310
MSP;MCO;Online Other;76;Thursday;Wednesday;92.1;1310
MSP;MCO;Orbitz;6;Friday;Thursday;111.63;1310
MSP;MCO;Offline;77;Saturday;Saturday;139.2233333;1310
MSP;MCO;Offline;74;Saturday;Wednesday;92.1;1310
MSP;MCO;Offline;44;Wednesday;Friday;116.4885714;1310
MSP;MCO;Offline;13;Thursday;Wednesday;128.5814286;1310
MSP;MCO;Offline;131;Tuesday;Sunday;108.37;1310
MSP;MCO;Offline;25;Friday;Tuesday;94.29;1310
MSP;MCO;Offline;85;Monday;Tuesday;96.75;1310
MSP;MCO;Expedia;80;Wednesday;Saturday;124.65;1310
MSP;MCO;Online Other;14;Monday;Monday;198.14;1310
MSP;MCO;Offline;24;Sunday;Wednesday;73.49;1310
MSP;MCO;Offline;74;Monday;Friday;127.3783333;1310
MSP;MCO;Orbitz;3;Friday;Monday;148.84;1310
MSP;MCO;Offline;47;Wednesday;Monday;118.4757143;1310
MSP;MCO;Expedia;44;Tuesday;Thursday;101.4;1310
MSP;MCO;Travelocity;46;Thursday;Monday;92.1;1310
MSP;MCO;Offline;126;Saturday;Saturday;111.63;1310
MSP;MCO;Offline;91;Tuesday;Tuesday;86.51666667;1310
MSP;MCO;Online Other;56;Friday;Friday;153.21;1310
MSP;MCO;Orbitz;109;Tuesday;Saturday;75.35;1310
MSP;MCO;Offline;83;Saturday;Friday;138.4533333;1310
MSP;MCO;Travelocity;103;Monday;Saturday;75.35;1310
MSP;MCO;Offline;19;Tuesday;Sunday;168.362;1310
MSP;MCO;Travelocity;84;Saturday;Saturday;111.63;1310
MSP;MCO;Offline;35;Wednesday;Wednesday;113.028;1310
MSP;MCO;Online Other;205;Thursday;Saturday;112.19;1310
MSP;MCO;Offline;4;Wednesday;Sunday;278.1106667;1310
MSP;MCO;Orbitz;23;Monday;Wednesday;73.49;1310
MSP;MCO;Online Other;65;Friday;Sunday;92.1;1310
MSP;MCO;Orbitz;61;Monday;Saturday;133.03;1310
MSP;MCO;Offline;71;Tuesday;Wednesday;92.1;1310
MSP;MCO;Online Other;116;Tuesday;Saturday;157.4;1310
MSP;MCO;Offline;101;Monday;Thursday;111.63;1310
MSP;MCO;Expedia;3;Tuesday;Friday;148.84;1310
MSP;MCO;Travelocity;43;Monday;Tuesday;73.49;1310
MSP;MCO;Travelocity;68;Saturday;Thursday;92.1;1310
MSP;MCO;Online Other;77;Wednesday;Wednesday;82.89;1310
MSP;MCO;Offline;54;Wednesday;Monday;102.3075;1310
MSP;MCO;Online Other;17;Wednesday;Saturday;133.95;1310
MSP;MCO;Online Other;101;Monday;Thursday;111.63;1310
MSP;MCO;Offline;130;Tuesday;Saturday;231.16;1310
MSP;MCO;Offline;95;Friday;Tuesday;75.35;1310
MSP;MCO;Expedia;131;Sunday;Friday;139.54;1310
MSP;MCO;Offline;52;Tuesday;Friday;192.8825;1310
MSP;MCO;Offline;4;Tuesday;Saturday;157.9475;1310
MSP;MCO;Orbitz;41;Tuesday;Monday;110.7;1310
MSP;MCO;Online Other;37;Thursday;Saturday;96.7;1310
MSP;MCO;Expedia;85;Thursday;Friday;108.84;1310
MSP;MCO;Travelocity;87;Wednesday;Saturday;170.24;1310
MSP;MCO;Online Other;68;Monday;Saturday;133.95;1310
MSP;MCO;Offline;147;Friday;Friday;198.14;1310
MSP;MCO;Offline;43;Thursday;Friday;130.2707692;1310
MSP;MCO;Offline;62;Wednesday;Tuesday;91.8905;1310
MSP;MCO;Online Other;3;Tuesday;Friday;178.04;1310
MSP;MCO;Offline;140;Tuesday;Tuesday;87.44;1310
MSP;MCO;Online Other;100;Wednesday;Friday;111.63;1310
MSP;MCO;Offline;71;Wednesday;Thursday;100.2375;1310
MSP;MCO;Travelocity;22;Friday;Saturday;133.96;1310
MSP;MCO;Travelocity;52;Wednesday;Saturday;124.65;1310
MSP;MCO;Offline;85;Thursday;Friday;134.684;1310
MSP;MCO;Travelocity;33;Friday;Wednesday;87.79;1310
MSP;MCO;Offline;104;Monday;Sunday;114.11;1310
MSP;MCO;Offline;11;Friday;Tuesday;128.6133333;1310
MSP;MCO;Expedia;69;Wednesday;Tuesday;92.1;1310
MSP;MCO;Offline;38;Monday;Thursday;142.5875;1310
MSP;MCO;Orbitz;107;Wednesday;Friday;87.44;1310
MSP;MCO;Offline;147;Saturday;Saturday;111.63;1310
MSP;MCO;Offline;86;Thursday;Saturday;119.6166667;1310
MSP;MCO;Offline;89;Saturday;Thursday;93.584;1310
MSP;MCO;Orbitz;20;Friday;Thursday;111.63;1310
MSP;MCO;Travelocity;125;Saturday;Friday;160.93;1310
MSP;MCO;Expedia;3;Wednesday;Saturday;103.955;1310
MSP;MCO;Expedia;5;Saturday;Thursday;129.77;1310
MSP;MCO;Online Other;85;Friday;Saturday;89.165;1310
MSP;MCO;Orbitz;75;Monday;Saturday;111.63;1310
MSP;MCO;Online Other;21;Friday;Friday;110.235;1310
MSP;MCO;Expedia;21;Wednesday;Wednesday;87.44;1310
MSP;MCO;Offline;84;Sunday;Sunday;106.05;1310
MSP;MCO;Online Other;95;Monday;Friday;95.44;1310
MSP;MCO;Online Other;1;Thursday;Friday;111.63;1310
MSP;MCO;Expedia;37;Wednesday;Friday;124.65;1310
MSP;MCO;Offline;11;Tuesday;Saturday;234.421875;1310
MSP;MCO;Offline;7;Saturday;Saturday;139.8675;1310
MSP;MCO;Offline;105;Tuesday;Tuesday;111.63;1310
MSP;MCO;Offline;50;Saturday;Sunday;165.6466667;1310
MSP;MCO;Expedia;31;Wednesday;Saturday;254.89;1310
MSP;MCO;Orbitz;1;Wednesday;Thursday;160.93;1310
MSP;MCO;Offline;21;Wednesday;Wednesday;200.764;1310
MSP;MCO;Offline;98;Sunday;Sunday;111.32;1310
MSP;MCO;Offline;52;Friday;Monday;112.36375;1310
MSP;MCO;Expedia;47;Friday;Wednesday;115.35;1310
MSP;MCO;Offline;27;Friday;Thursday;111.8230769;1310
MSP;MCO;Expedia;77;Thursday;Thursday;124.65;1310
MSP;MCO;Online Other;7;Monday;Monday;82.89;1310
MSP;MCO;Offline;109;Tuesday;Saturday;102.67625;1310
MSP;MCO;Travelocity;22;Thursday;Friday;133.96;1310
MSP;MCO;Offline;84;Monday;Monday;98.05;1310
MSP;MCO;Offline;94;Wednesday;Saturday;93.49;1310
MSP;MCO;Offline;27;Sunday;Saturday;119.0725;1310
MSP;MCO;Expedia;40;Sunday;Friday;116.28;1310
MSP;MCO;Online Other;51;Tuesday;Thursday;112.19;1310
MSP;MCO;Offline;177;Wednesday;Friday;111.63;1310
MSP;MCO;Offline;59;Friday;Monday;111.0133333;1310
MSP;MCO;Expedia;34;Monday;Sunday;120;1310
MSP;MCO;Offline;86;Monday;Wednesday;92.1;1310
MSP;MCO;Offline;13;Sunday;Saturday;155.66;1310
MSP;MCO;Offline;21;Tuesday;Tuesday;98.57111111;1310
MSP;MCO;Travelocity;44;Monday;Wednesday;73.49;1310
MSP;MCO;Expedia;8;Thursday;Friday;147.91;1310
MSP;MCO;Expedia;8;Monday;Tuesday;148.84;1310
MSP;MCO;Travelocity;17;Monday;Thursday;111.63;1310
MSP;MCO;Orbitz;12;Saturday;Thursday;110.7;1310
MSP;MCO;Offline;42;Monday;Monday;114.003;1310
MSP;MCO;Offline;42;Thursday;Thursday;109.70875;1310
MSP;MCO;Offline;161;Wednesday;Wednesday;198.14;1310
MSP;MCO;Online Other;35;Wednesday;Wednesday;115.955;1310
MSP;MCO;Offline;25;Wednesday;Sunday;158.1594118;1310
MSP;MCO;Offline;103;Wednesday;Monday;87.44;1310
MSP;MCO;Offline;8;Thursday;Friday;218.8291667;1310
MSP;MCO;Expedia;51;Monday;Wednesday;92.1;1310
MSP;MCO;Offline;24;Monday;Thursday;108.0228571;1310
MSP;MCO;Offline;46;Thursday;Monday;116.9854762;1310
MSP;MCO;Offline;102;Tuesday;Saturday;135.135;1310
MSP;MCO;Offline;38;Wednesday;Saturday;152.0925;1310
MSP;MCO;Offline;22;Friday;Saturday;247.9454545;1310
MSP;MCO;Expedia;64;Tuesday;Wednesday;92.1;1310
MSP;MCO;Online Other;8;Thursday;Friday;156.56;1310
MSP;MCO;Expedia;64;Friday;Saturday;170.24;1310
MSP;MCO;Travelocity;18;Tuesday;Saturday;148.84;1310
MSP;MCO;Online Other;11;Monday;Friday;135.63;1310
MSP;MCO;Offline;23;Friday;Sunday;145.84875;1310
MSP;MCO;Orbitz;53;Tuesday;Saturday;203.72;1310
MSP;MCO;Offline;30;Thursday;Saturday;138.1025;1310
MSP;MCO;Expedia;7;Wednesday;Wednesday;169.165;1310
MSP;MCO;Online Other;66;Monday;Thursday;82.89;1310
MSP;MCO;Offline;29;Saturday;Sunday;110.2666667;1310
MSP;MCO;Offline;64;Tuesday;Wednesday;157.3333333;1310
MSP;MCO;Offline;49;Monday;Monday;107.215;1310
MSP;MCO;Online Other;20;Wednesday;Tuesday;66.14;1310
MSP;MCO;Online Other;48;Wednesday;Tuesday;66.14;1310
MSP;MCO;Expedia;54;Tuesday;Sunday;124.65;1310
MSP;MCO;Offline;53;Thursday;Monday;117.795;1310
MSP;MCO;Expedia;32;Friday;Tuesday;84.19;1310
MSP;MCO;Orbitz;109;Sunday;Thursday;106.05;1310
MSP;MCO;Offline;46;Sunday;Thursday;118.2114286;1310
MSP;MCO;Offline;176;Thursday;Friday;133.03;1310
MSP;MCO;Offline;70;Tuesday;Tuesday;92.1;1310
MSP;MCO;Online Other;172;Monday;Friday;112.19;1310
MSP;MCO;Offline;4;Friday;Tuesday;176.8230769;1310
MSP;MCO;Offline;41;Friday;Thursday;115.3788889;1310
MSP;MCO;Offline;55;Wednesday;Tuesday;91.64;1310
MSP;MCO;Offline;15;Sunday;Monday;122.795;1310
MSP;MCO;Offline;58;Monday;Wednesday;95.88291667;1310
MSP;MCO;Expedia;61;Sunday;Friday;170.24;1310
MSP;MCO;Offline;54;Thursday;Tuesday;102.5616667;1310
MSP;MCO;Offline;52;Thursday;Sunday;166.88;1310
MSP;MCO;Expedia;36;Wednesday;Thursday;137.68;1310
MSP;MCO;Offline;71;Saturday;Sunday;129.77;1310
MSP;MCO;Expedia;68;Monday;Saturday;92.1;1310
MSP;MCO;Expedia;61;Tuesday;Sunday;92.1;1310
MSP;MCO;Offline;56;Monday;Monday;124.258;1310
MSP;MCO;Offline;38;Friday;Monday;131.4694444;1310
MSP;MCO;Offline;15;Thursday;Friday;193.6090909;1310
MSP;MCO;Offline;87;Tuesday;Friday;146.875;1310
MSP;MCO;Online Other;48;Thursday;Wednesday;82.89;1310
MSP;MCO;Travelocity;2;Wednesday;Friday;110.7;1310
MSP;MCO;Travelocity;26;Saturday;Thursday;120;1310
MSP;MCO;Offline;33;Friday;Wednesday;103.2153846;1310
MSP;MCO;Offline;30;Monday;Wednesday;107.5990909;1310
MSP;MCO;Expedia;78;Friday;Saturday;111.1666667;1310
MSP;MCO;Offline;88;Wednesday;Sunday;112.7925;1310
MSP;MCO;Orbitz;24;Tuesday;Friday;113.0533333;1310
MSP;MCO;Orbitz;39;Saturday;Wednesday;111.63;1310
MSP;MCO;Expedia;4;Saturday;Wednesday;101.4;1310
MSP;MCO;Offline;49;Tuesday;Tuesday;220.9025;1310
MSP;MCO;Orbitz;33;Tuesday;Sunday;138.145;1310
MSP;MCO;Orbitz;33;Monday;Saturday;133.96;1310
MSP;MCO;Offline;73;Monday;Thursday;102.098;1310
MSP;MCO;Expedia;19;Tuesday;Sunday;142.465;1310
MSP;MCO;Orbitz;79;Friday;Sunday;111.63;1310
