l;Destination;Channel;AdvanceDays;TicketWeekday;DepartureWeekday;Fare;miles
DTW;LAS;Travelocity;95;Tuesday;Saturday;85.115;1740
DTW;LAS;Offline;54;Monday;Saturday;135.92625;1740
DTW;LAS;Online Other;73;Thursday;Sunday;250.33;1740
DTW;LAS;Expedia;96;Sunday;Friday;82.79;1740
DTW;LAS;Online Other;117;Tuesday;Sunday;112.19;1740
DTW;LAS;Offline;124;Tuesday;Sunday;114.815;1740
DTW;LAS;Offline;100;Tuesday;Thursday;123.9857143;1740
DTW;LAS;Expedia;42;Sunday;Sunday;115.35;1740
DTW;LAS;Offline;128;Thursday;Saturday;106.05;1740
DTW;LAS;Online Other;67;Friday;Tuesday;115.35;1740
DTW;LAS;Expedia;94;Monday;Thursday;82.79;1740
DTW;LAS;Offline;173;Thursday;Tuesday;87.44;1740
DTW;LAS;Offline;23;Monday;Wednesday;149.913125;1740
DTW;LAS;Online Other;98;Friday;Friday;112.19;1740
DTW;LAS;Travelocity;58;Friday;Sunday;87.44;1740
DTW;LAS;Offline;94;Monday;Thursday;117.49;1740
DTW;LAS;Offline;84;Saturday;Saturday;116.278;1740
DTW;LAS;Travelocity;100;Tuesday;Thursday;124.65;1740
DTW;LAS;Travelocity;2;Thursday;Saturday;104.81;1740
DTW;LAS;Expedia;13;Friday;Thursday;99.07;1740
DTW;LAS;Offline;70;Wednesday;Wednesday;95.71;1740
DTW;LAS;Online Other;18;Thursday;Monday;154.8925;1740
DTW;LAS;Online Other;64;Friday;Saturday;96.83833333;1740
DTW;LAS;Offline;65;Tuesday;Thursday;133.0992308;1740
DTW;LAS;Offline;87;Sunday;Wednesday;124.65;1740
DTW;LAS;Offline;61;Monday;Saturday;110.2422222;1740
DTW;LAS;Offline;45;Tuesday;Friday;157.3641667;1740
DTW;LAS;Orbitz;165;Monday;Friday;106.05;1740
DTW;LAS;Offline;91;Saturday;Saturday;124.65;1740
DTW;LAS;Travelocity;47;Wednesday;Monday;106.045;1740
DTW;LAS;Offline;9;Thursday;Saturday;136.5315385;1740
DTW;LAS;Travelocity;80;Wednesday;Saturday;82.79;1740
DTW;LAS;Travelocity;26;Friday;Wednesday;81.86;1740
DTW;LAS;Expedia;78;Thursday;Friday;126.975;1740
DTW;LAS;Offline;56;Sunday;Sunday;145.58;1740
DTW;LAS;Expedia;106;Monday;Tuesday;82.79;1740
DTW;LAS;Expedia;33;Friday;Wednesday;121.86;1740
DTW;LAS;Offline;54;Wednesday;Monday;109.6028571;1740
DTW;LAS;Travelocity;13;Wednesday;Tuesday;81.86;1740
DTW;LAS;Online Other;4;Wednesday;Sunday;162.79;1740
DTW;LAS;Offline;41;Tuesday;Monday;136.1116667;1740
DTW;LAS;Offline;128;Tuesday;Thursday;171.44;1740
DTW;LAS;Offline;25;Thursday;Monday;185.1491667;1740
DTW;LAS;Travelocity;56;Sunday;Sunday;108.37;1740
DTW;LAS;Offline;130;Tuesday;Saturday;124.65;1740
DTW;LAS;Expedia;63;Sunday;Sunday;124.65;1740
DTW;LAS;Online Other;54;Wednesday;Monday;110.095;1740
DTW;LAS;Expedia;138;Sunday;Friday;129.3;1740
DTW;LAS;Offline;20;Wednesday;Tuesday;150.45;1740
DTW;LAS;Travelocity;9;Thursday;Saturday;189.77;1740
DTW;LAS;Expedia;134;Monday;Tuesday;87.44;1740
DTW;LAS;Travelocity;86;Sunday;Tuesday;124.65;1740
DTW;LAS;Online Other;25;Thursday;Monday;149.3066667;1740
DTW;LAS;Offline;134;Monday;Tuesday;92.1;1740
DTW;LAS;Travelocity;7;Tuesday;Tuesday;104.185;1740
DTW;LAS;Orbitz;32;Tuesday;Saturday;103.955;1740
DTW;LAS;Travelocity;39;Saturday;Wednesday;133.96;1740
DTW;LAS;Offline;148;Monday;Tuesday;124.65;1740
DTW;LAS;Offline;11;Wednesday;Sunday;262.898;1740
DTW;LAS;Travelocity;78;Tuesday;Wednesday;124.65;1740
DTW;LAS;Expedia;1;Thursday;Friday;114.885;1740
DTW;LAS;Travelocity;155;Monday;Tuesday;92.1;1740
DTW;LAS;Offline;122;Thursday;Sunday;124.65;1740
DTW;LAS;Travelocity;61;Wednesday;Monday;103.72;1740
DTW;LAS;Expedia;17;Friday;Monday;103.26;1740
DTW;LAS;Offline;50;Wednesday;Thursday;167.4707692;1740
DTW;LAS;Offline;70;Monday;Monday;142.0925;1740
DTW;LAS;Expedia;59;Tuesday;Friday;133.96;1740
DTW;LAS;Expedia;4;Monday;Friday;190.93;1740
DTW;LAS;Orbitz;16;Tuesday;Thursday;120;1740
DTW;LAS;Offline;93;Saturday;Monday;133.955;1740
DTW;LAS;Offline;1;Thursday;Friday;219.4126333;1740
DTW;LAS;Expedia;3;Wednesday;Saturday;168.65;1740
DTW;LAS;Offline;1;Wednesday;Thursday;206.9588889;1740
DTW;LAS;Offline;32;Thursday;Monday;142.621;1740
DTW;LAS;Offline;59;Tuesday;Friday;148.15;1740
DTW;LAS;Offline;27;Wednesday;Tuesday;136.2588889;1740
DTW;LAS;Offline;25;Sunday;Thursday;201.678;1740
DTW;LAS;Offline;53;Saturday;Wednesday;102.942;1740
DTW;LAS;Offline;56;Saturday;Saturday;136.396;1740
DTW;LAS;Offline;81;Tuesday;Saturday;107.5955556;1740
DTW;LAS;Expedia;37;Wednesday;Friday;69.305;1740
DTW;LAS;Online Other;40;Friday;Wednesday;119.4675;1740
DTW;LAS;Offline;3;Wednesday;Saturday;212.9872;1740
DTW;LAS;Offline;128;Saturday;Monday;129.3;1740
DTW;LAS;Travelocity;92;Thursday;Friday;103.72;1740
DTW;LAS;Offline;92;Tuesday;Wednesday;124.65;1740
DTW;LAS;Expedia;23;Thursday;Saturday;209.31;1740
DTW;LAS;Travelocity;32;Thursday;Monday;102.95;1740
DTW;LAS;Expedia;1;Sunday;Monday;153.37;1740
DTW;LAS;Offline;37;Wednesday;Friday;170.6269231;1740
DTW;LAS;Offline;50;Friday;Saturday;135.5066667;1740
DTW;LAS;Offline;82;Wednesday;Monday;114.6842857;1740
DTW;LAS;Travelocity;14;Tuesday;Tuesday;140.47;1740
DTW;LAS;Orbitz;11;Tuesday;Saturday;174.89;1740
DTW;LAS;Offline;102;Monday;Friday;124.4416667;1740
DTW;LAS;Offline;32;Sunday;Thursday;201.07;1740
DTW;LAS;Orbitz;55;Sunday;Saturday;133.96;1740
DTW;LAS;Expedia;39;Thursday;Monday;257.08;1740
DTW;LAS;Offline;105;Sunday;Sunday;129.3;1740
DTW;LAS;Offline;1;Tuesday;Wednesday;167.4659091;1740
DTW;LAS;Offline;39;Thursday;Monday;144.3491667;1740
DTW;LAS;Orbitz;23;Tuesday;Thursday;166.98;1740
DTW;LAS;Travelocity;102;Monday;Friday;106.05;1740
DTW;LAS;Offline;122;Wednesday;Saturday;114.725;1740
DTW;LAS;Travelocity;3;Wednesday;Saturday;173.628;1740
DTW;LAS;Orbitz;32;Sunday;Thursday;206.51;1740
DTW;LAS;Offline;140;Sunday;Sunday;124.65;1740
DTW;LAS;Offline;24;Friday;Monday;170.4366667;1740
DTW;LAS;Offline;154;Sunday;Sunday;106.05;1740
DTW;LAS;Orbitz;44;Monday;Wednesday;122.58;1740
DTW;LAS;Offline;93;Tuesday;Thursday;109.34;1740
DTW;LAS;Travelocity;32;Sunday;Thursday;169.31;1740
DTW;LAS;Offline;175;Sunday;Sunday;106.05;1740
DTW;LAS;Offline;8;Wednesday;Thursday;210.4216667;1740
DTW;LAS;Orbitz;1;Sunday;Monday;255.82;1740
DTW;LAS;Offline;73;Thursday;Sunday;116.835;1740
DTW;LAS;Expedia;46;Thursday;Monday;147.91;1740
DTW;LAS;Online Other;69;Tuesday;Monday;74.51;1740
DTW;LAS;Travelocity;5;Sunday;Friday;124.42;1740
DTW;LAS;Orbitz;21;Friday;Friday;159.07;1740
DTW;LAS;Offline;30;Tuesday;Thursday;171.7833333;1740
DTW;LAS;Offline;11;Monday;Friday;208.5477778;1740
DTW;LAS;Online Other;42;Monday;Monday;121.9533333;1740
DTW;LAS;Offline;120;Wednesday;Thursday;124.65;1740
DTW;LAS;Offline;3;Thursday;Sunday;267.8553571;1740
DTW;LAS;Offline;120;Friday;Saturday;106.05;1740
DTW;LAS;Offline;24;Saturday;Tuesday;136.7475;1740
DTW;LAS;Travelocity;21;Friday;Friday;81.86;1740
DTW;LAS;Online Other;150;Wednesday;Saturday;103.815;1740
DTW;LAS;Offline;157;Wednesday;Saturday;133.3333333;1740
DTW;LAS;Online Other;120;Friday;Saturday;116.37;1740
DTW;LAS;Offline;8;Sunday;Monday;166.3366667;1740
DTW;LAS;Travelocity;8;Saturday;Sunday;205.12;1740
DTW;LAS;Travelocity;46;Thursday;Monday;96.75;1740
DTW;LAS;Orbitz;8;Wednesday;Thursday;159.07;1740
DTW;LAS;Orbitz;34;Friday;Thursday;101.4;1740
DTW;LAS;Expedia;46;Sunday;Thursday;152.56;1740
DTW;LAS;Travelocity;199;Wednesday;Saturday;87.44;1740
DTW;LAS;Online Other;30;Thursday;Saturday;115.35;1740
DTW;LAS;Offline;141;Friday;Saturday;88.55;1740
DTW;LAS;Offline;61;Friday;Wednesday;109.4877778;1740
DTW;LAS;Travelocity;30;Tuesday;Thursday;194.4233333;1740
DTW;LAS;Travelocity;24;Monday;Thursday;209.31;1740
DTW;LAS;Expedia;11;Sunday;Thursday;278.14;1740
DTW;LAS;Orbitz;49;Monday;Monday;138.61;1740
DTW;LAS;Offline;1;Friday;Saturday;155.9527922;1740
DTW;LAS;Online Other;49;Thursday;Thursday;133.11;1740
DTW;LAS;Offline;31;Sunday;Wednesday;117.2183333;1740
DTW;LAS;Offline;2;Friday;Sunday;193.2220588;1740
DTW;LAS;Travelocity;31;Friday;Monday;121.86;1740
DTW;LAS;Expedia;22;Saturday;Sunday;163.72;1740
DTW;LAS;Offline;179;Monday;Friday;143.26;1740
DTW;LAS;Orbitz;28;Friday;Friday;159.07;1740
DTW;LAS;Offline;97;Tuesday;Monday;124.65;1740
DTW;LAS;Expedia;5;Monday;Saturday;140.47;1740
DTW;LAS;Expedia;68;Friday;Wednesday;82.79;1740
DTW;LAS;Offline;31;Monday;Thursday;215.732;1740
DTW;LAS;Offline;15;Monday;Tuesday;126.84625;1740
DTW;LAS;Online Other;4;Friday;Tuesday;536.745;1740
DTW;LAS;Orbitz;19;Tuesday;Sunday;209.31;1740
DTW;LAS;Online Other;51;Wednesday;Friday;137.3;1740
DTW;LAS;Orbitz;55;Wednesday;Tuesday;82.79;1740
DTW;LAS;Travelocity;28;Friday;Friday;150.3866667;1740
DTW;LAS;Travelocity;58;Monday;Wednesday;124.65;1740
DTW;LAS;Offline;165;Saturday;Wednesday;106.05;1740
DTW;LAS;Online Other;20;Thursday;Wednesday;115.35;1740
DTW;LAS;Travelocity;7;Wednesday;Wednesday;140.465;1740
DTW;LAS;Expedia;62;Wednesday;Tuesday;87.44;1740
DTW;LAS;Offline;45;Saturday;Tuesday;115.5661538;1740
DTW;LAS;Online Other;5;Monday;Saturday;122.095;1740
DTW;LAS;Travelocity;8;Tuesday;Wednesday;81.86;1740
DTW;LAS;Expedia;48;Friday;Thursday;286.4;1740
DTW;LAS;Expedia;26;Thursday;Tuesday;134.89;1740
DTW;LAS;Orbitz;68;Friday;Wednesday;82.79;1740
DTW;LAS;Online Other;3;Tuesday;Friday;123.3725;1740
DTW;LAS;Orbitz;24;Tuesday;Friday;183.955;1740
DTW;LAS;Offline;41;Sunday;Saturday;132.3057143;1740
DTW;LAS;Offline;58;Wednesday;Friday;151.2192308;1740
DTW;LAS;Travelocity;67;Thursday;Monday;106.05;1740
DTW;LAS;Travelocity;10;Thursday;Sunday;243.725;1740
DTW;LAS;Offline;63;Thursday;Thursday;153.8733333;1740
DTW;LAS;Online Other;60;Sunday;Thursday;87.44;1740
DTW;LAS;Travelocity;15;Monday;Tuesday;98.60666667;1740
DTW;LAS;Travelocity;60;Sunday;Thursday;126.9775;1740
DTW;LAS;Offline;36;Saturday;Sunday;154.22;1740
DTW;LAS;Offline;75;Monday;Saturday;102.605;1740
DTW;LAS;Expedia;102;Wednesday;Sunday;124.65;1740
DTW;LAS;Expedia;22;Monday;Tuesday;123.1033333;1740
DTW;LAS;Offline;72;Monday;Wednesday;115.35;1740
DTW;LAS;Offline;29;Sunday;Monday;138.3725;1740
DTW;LAS;Offline;5;Wednesday;Monday;195.141087;1740
DTW;LAS;Online Other;74;Thursday;Monday;99.63;1740
DTW;LAS;Offline;17;Thursday;Sunday;242.65;1740
DTW;LAS;Travelocity;63;Thursday;Thursday;161.86;1740
DTW;LAS;Expedia;7;Saturday;Saturday;99.07;1740
DTW;LAS;Offline;27;Thursday;Wednesday;133.743;1740
DTW;LAS;Online Other;72;Monday;Wednesday;74.465;1740
DTW;LAS;Offline;65;Wednesday;Friday;147.078;1740
DTW;LAS;Travelocity;70;Monday;Monday;110.7;1740
DTW;LAS;Offline;66;Saturday;Tuesday;93.993;1740
DTW;LAS;Travelocity;85;Tuesday;Wednesday;124.65;1740
DTW;LAS;Offline;55;Friday;Thursday;139.752;1740
DTW;LAS;Online Other;22;Thursday;Friday;244.14;1740
DTW;LAS;Orbitz;43;Saturday;Sunday;179.535;1740
DTW;LAS;Expedia;88;Thursday;Monday;124.65;1740
DTW;LAS;Offline;74;Sunday;Thursday;116.51;1740
DTW;LAS;Offline;88;Thursday;Monday;124.4;1740
DTW;LAS;Offline;10;Tuesday;Friday;241.6478571;1740
DTW;LAS;Offline;10;Sunday;Wednesday;180.2727273;1740
DTW;LAS;Offline;52;Friday;Monday;115.21;1740
DTW;LAS;Offline;55;Sunday;Saturday;129.2966667;1740
DTW;LAS;Expedia;95;Thursday;Monday;124.65;1740
DTW;LAS;Expedia;43;Sunday;Monday;96.75;1740
DTW;LAS;Travelocity;12;Monday;Saturday;88.14;1740
DTW;LAS;Offline;83;Wednesday;Tuesday;97.394;1740
DTW;LAS;Expedia;14;Saturday;Saturday;218.92;1740
DTW;LAS;Offline;51;Tuesday;Thursday;174.88375;1740
DTW;LAS;Offline;47;Monday;Saturday;135.93875;1740
DTW;LAS;Online Other;95;Thursday;Monday;74.51;1740
DTW;LAS;Expedia;24;Thursday;Sunday;77.21;1740
DTW;LAS;Offline;16;Friday;Sunday;274.2185714;1740
DTW;LAS;Offline;90;Wednesday;Tuesday;82.79;1740
DTW;LAS;Orbitz;7;Monday;Monday;99.07;1740
DTW;LAS;Offline;109;Thursday;Monday;115.35;1740
DTW;LAS;Offline;19;Monday;Saturday;193.1671212;1740
DTW;LAS;Offline;40;Sunday;Friday;155.0666667;1740
DTW;LAS;Orbitz;10;Tuesday;Friday;171.395;1740
DTW;LAS;Offline;17;Sunday;Wednesday;147.0542857;1740
DTW;LAS;Online Other;16;Friday;Sunday;276.75;1740
DTW;LAS;Offline;94;Saturday;Tuesday;83.9525;1740
DTW;LAS;Expedia;97;Wednesday;Tuesday;82.79;1740
DTW;LAS;Expedia;88;Sunday;Thursday;124.65;1740
DTW;LAS;Offline;58;Thursday;Saturday;120.0033333;1740
DTW;LAS;Expedia;58;Tuesday;Thursday;161.86;1740
DTW;LAS;Offline;172;Thursday;Monday;87.44;1740
DTW;LAS;Online Other;62;Friday;Thursday;137.025;1740
DTW;LAS;Travelocity;18;Friday;Tuesday;163.72;1740
DTW;LAS;Expedia;25;Friday;Tuesday;81.86;1740
DTW;LAS;Expedia;66;Friday;Monday;161.86;1740
DTW;LAS;Expedia;31;Thursday;Sunday;127.91;1740
DTW;LAS;Expedia;47;Sunday;Friday;161.86;1740
DTW;LAS;Offline;27;Saturday;Friday;187.0244444;1740
DTW;LAS;Offline;84;Thursday;Thursday;120.35125;1740
DTW;LAS;Expedia;39;Monday;Friday;163.72;1740
DTW;LAS;Offline;111;Wednesday;Tuesday;106.5433333;1740
DTW;LAS;Offline;47;Sunday;Friday;170.6975;1740
DTW;LAS;Orbitz;34;Monday;Sunday;169.31;1740
DTW;LAS;Offline;6;Tuesday;Monday;249.5471429;1740
DTW;LAS;Offline;69;Friday;Thursday;144.3092308;1740
DTW;LAS;Offline;178;Tuesday;Friday;124.65;1740
DTW;LAS;Offline;2;Sunday;Tuesday;167.9856667;1740
DTW;LAS;Online Other;53;Tuesday;Saturday;120.56;1740
DTW;LAS;Travelocity;27;Saturday;Friday;209.31;1740
DTW;LAS;Online Other;17;Tuesday;Friday;193.4566667;1740
DTW;LAS;Offline;140;Monday;Monday;120;1740
DTW;LAS;Online Other;31;Thursday;Sunday;181.675;1740
DTW;LAS;Orbitz;22;Friday;Saturday;142.79;1740
DTW;LAS;Online Other;6;Tuesday;Monday;103.26;1740
DTW;LAS;Expedia;35;Wednesday;Wednesday;162.79;1740
DTW;LAS;Offline;19;Wednesday;Monday;164.4709091;1740
DTW;LAS;Online Other;73;Friday;Monday;112.19;1740
DTW;LAS;Orbitz;17;Tuesday;Friday;140.47;1740
DTW;LAS;Orbitz;73;Friday;Monday;77.68;1740
DTW;LAS;Offline;201;Friday;Wednesday;106.05;1740
DTW;LAS;Orbitz;6;Tuesday;Monday;103.72;1740
DTW;LAS;Offline;109;Sunday;Thursday;124.65;1740
DTW;LAS;Expedia;92;Saturday;Sunday;124.65;1740
DTW;LAS;Expedia;83;Sunday;Saturday;103.72;1740
DTW;LAS;Offline;165;Monday;Friday;106.05;1740
DTW;LAS;Orbitz;26;Monday;Saturday;92.1;1740
DTW;LAS;Offline;76;Friday;Thursday;129.3014286;1740
DTW;LAS;Travelocity;6;Tuesday;Monday;103.26;1740
DTW;LAS;Travelocity;109;Sunday;Thursday;124.65;1740
DTW;LAS;Offline;63;Friday;Friday;151.8116667;1740
DTW;LAS;Online Other;59;Monday;Thursday;139.1375;1740
DTW;LAS;Offline;32;Friday;Tuesday;147.7795;1740
DTW;LAS;Expedia;61;Sunday;Friday;122.325;1740
DTW;LAS;Offline;36;Tuesday;Wednesday;131.0361538;1740
DTW;LAS;Offline;123;Sunday;Thursday;124.65;1740
DTW;LAS;Expedia;87;Friday;Monday;82.79;1740
DTW;LAS;Expedia;41;Saturday;Friday;166.51;1740
DTW;LAS;Travelocity;76;Friday;Thursday;124.65;1740
DTW;LAS;Offline;33;Monday;Saturday;155.6827273;1740
DTW;LAS;Offline;43;Wednesday;Thursday;179.43;1740
DTW;LAS;Travelocity;72;Thursday;Saturday;122.325;1740
DTW;LAS;Expedia;83;Friday;Thursday;124.65;1740
DTW;LAS;Offline;41;Saturday;Friday;181.448;1740
DTW;LAS;Travelocity;29;Friday;Saturday;92.1;1740
DTW;LAS;Expedia;79;Thursday;Saturday;82.79;1740
DTW;LAS;Offline;83;Friday;Thursday;128.372;1740
DTW;LAS;Offline;52;Wednesday;Saturday;138.3414286;1740
DTW;LAS;Offline;101;Friday;Monday;110.28;1740
DTW;LAS;Offline;45;Thursday;Sunday;169.0469231;1740
DTW;LAS;Travelocity;61;Sunday;Friday;133.96;1740
DTW;LAS;Expedia;7;Thursday;Thursday;195.8766667;1740
DTW;LAS;Orbitz;2;Monday;Wednesday;160.7733333;1740
DTW;LAS;Orbitz;37;Thursday;Saturday;134.885;1740
DTW;LAS;Travelocity;101;Friday;Monday;87.44;1740
DTW;LAS;Orbitz;5;Friday;Wednesday;77.67;1740
DTW;LAS;Travelocity;43;Wednesday;Thursday;161.86;1740
DTW;LAS;Orbitz;63;Sunday;Sunday;124.65;1740
DTW;LAS;Orbitz;72;Tuesday;Thursday;161.86;1740
DTW;LAS;Offline;37;Friday;Sunday;173.36;1740
DTW;LAS;Travelocity;2;Monday;Wednesday;101.55;1740
DTW;LAS;Travelocity;16;Sunday;Tuesday;126.51;1740
DTW;LAS;Online Other;112;Thursday;Thursday;112.19;1740
DTW;LAS;Online Other;26;Wednesday;Monday;103.82;1740
DTW;LAS;Online Other;104;Monday;Sunday;95.44;1740
DTW;LAS;Offline;48;Saturday;Friday;161.8433333;1740
DTW;LAS;Online Other;37;Friday;Sunday;185.86;1740
DTW;LAS;Offline;16;Saturday;Monday;440.93;1740
DTW;LAS;Expedia;50;Thursday;Friday;202.79;1740
DTW;LAS;Online Other;4;Thursday;Monday;278.14;1740
DTW;LAS;Online Other;57;Monday;Tuesday;99.63;1740
DTW;LAS;Expedia;52;Sunday;Wednesday;87.44;1740
DTW;LAS;Offline;12;Friday;Wednesday;154.3313333;1740
DTW;LAS;Offline;75;Tuesday;Sunday;106.4818182;1740
DTW;LAS;Offline;9;Monday;Wednesday;163.7064706;1740
DTW;LAS;Offline;77;Friday;Friday;154.8366667;1740
DTW;LAS;Online Other;40;Monday;Saturday;149.86;1740
DTW;LAS;Offline;1;Monday;Tuesday;199.2242094;1740
DTW;LAS;Offline;62;Thursday;Wednesday;119.1385714;1740
DTW;LAS;Expedia;56;Saturday;Saturday;244.04;1740
DTW;LAS;Online Other;75;Thursday;Tuesday;128.93;1740
DTW;LAS;Travelocity;98;Tuesday;Tuesday;82.79;1740
DTW;LAS;Online Other;9;Monday;Wednesday;104.655;1740
DTW;LAS;Offline;44;Friday;Sunday;184.273;1740
DTW;LAS;Offline;93;Thursday;Saturday;103.72;1740
DTW;LAS;Expedia;57;Wednesday;Thursday;133.96;1740
DTW;LAS;Expedia;80;Monday;Thursday;82.79;1740
DTW;LAS;Expedia;14;Thursday;Thursday;144.5;1740
DTW;LAS;Offline;82;Tuesday;Sunday;103.72;1740
DTW;LAS;Orbitz;62;Monday;Sunday;161.86;1740
DTW;LAS;Online Other;7;Monday;Monday;69.77;1740
DTW;LAS;Expedia;56;Wednesday;Wednesday;115.35;1740
DTW;LAS;Online Other;126;Tuesday;Tuesday;99.63;1740
DTW;LAS;Expedia;59;Sunday;Wednesday;121.5533333;1740
DTW;LAS;Travelocity;64;Monday;Tuesday;115.0833333;1740
DTW;LAS;Travelocity;6;Sunday;Saturday;126.51;1740
DTW;LAS;Offline;100;Thursday;Saturday;110.6966667;1740
DTW;LAS;Orbitz;110;Saturday;Thursday;124.65;1740
DTW;LAS;Travelocity;20;Tuesday;Monday;209.31;1740
DTW;LAS;Expedia;71;Monday;Tuesday;82.79;1740
DTW;LAS;Travelocity;82;Monday;Saturday;82.79;1740
DTW;LAS;Offline;16;Wednesday;Friday;201.299;1740
DTW;LAS;Travelocity;53;Friday;Tuesday;87.44;1740
DTW;LAS;Offline;118;Friday;Thursday;120;1740
DTW;LAS;Online Other;66;Wednesday;Saturday;105.18;1740
DTW;LAS;Travelocity;7;Monday;Monday;159.07;1740
DTW;LAS;Offline;16;Monday;Wednesday;176.2543333;1740
DTW;LAS;Offline;106;Wednesday;Thursday;122.5733333;1740
DTW;LAS;Orbitz;30;Saturday;Monday;163.72;1740
DTW;LAS;Offline;67;Monday;Friday;161.86;1740
DTW;LAS;Offline;27;Tuesday;Monday;161.031;1740
DTW;LAS;Orbitz;14;Thursday;Thursday;182.095;1740
DTW;LAS;Travelocity;125;Friday;Thursday;124.65;1740
DTW;LAS;Expedia;78;Monday;Tuesday;85.115;1740
DTW;LAS;Orbitz;57;Thursday;Friday;152.56;1740
DTW;LAS;Online Other;6;Wednesday;Tuesday;278.14;1740
DTW;LAS;Offline;63;Wednesday;Wednesday;108.696;1740
DTW;LAS;Travelocity;70;Saturday;Saturday;129.3;1740
DTW;LAS;Offline;57;Tuesday;Wednesday;141.49775;1740
DTW;LAS;Travelocity;69;Saturday;Friday;129.3;1740
DTW;LAS;Online Other;2;Thursday;Saturday;125.89;1740
DTW;LAS;Offline;14;Monday;Monday;214.8633333;1740
DTW;LAS;Travelocity;89;Sunday;Friday;96.74333333;1740
DTW;LAS;Offline;51;Sunday;Tuesday;90.53;1740
DTW;LAS;Offline;76;Saturday;Friday;113.60375;1740
DTW;LAS;Offline;64;Thursday;Friday;138.0157143;1740
DTW;LAS;Online Other;76;Monday;Sunday;76.605;1740
DTW;LAS;Expedia;80;Thursday;Sunday;129.3;1740
DTW;LAS;Offline;51;Monday;Wednesday;130.175;1740
DTW;LAS;Expedia;26;Friday;Wednesday;113.495;1740
DTW;LAS;Online Other;14;Monday;Monday;125.6925;1740
DTW;LAS;Travelocity;63;Wednesday;Wednesday;87.44;1740
DTW;LAS;Offline;64;Tuesday;Wednesday;100.0729167;1740
DTW;LAS;Offline;64;Friday;Saturday;134.9211111;1740
DTW;LAS;Offline;159;Tuesday;Sunday;124.65;1740
DTW;LAS;Offline;3;Monday;Thursday;236.9397368;1740
DTW;LAS;Offline;80;Wednesday;Saturday;118.68;1740
DTW;LAS;Offline;142;Thursday;Saturday;124.65;1740
DTW;LAS;Offline;74;Friday;Tuesday;98.29333333;1740
DTW;LAS;Offline;58;Sunday;Tuesday;100.37;1740
DTW;LAS;Offline;92;Monday;Tuesday;83.34;1740
DTW;LAS;Online Other;74;Friday;Tuesday;78.7;1740
DTW;LAS;Online Other;47;Wednesday;Monday;105.905;1740
DTW;LAS;Offline;83;Monday;Sunday;130.5025;1740
DTW;LAS;Travelocity;64;Tuesday;Wednesday;124.65;1740
DTW;LAS;Offline;13;Friday;Thursday;203.2653333;1740
DTW;LAS;Orbitz;39;Monday;Friday;166.51;1740
DTW;LAS;Offline;32;Wednesday;Sunday;160.4666667;1740
DTW;LAS;Expedia;110;Monday;Saturday;106.05;1740
DTW;LAS;Offline;90;Thursday;Wednesday;114.185;1740
DTW;LAS;Travelocity;34;Tuesday;Monday;187.91;1740
DTW;LAS;Expedia;78;Wednesday;Thursday;82.79;1740
DTW;LAS;Travelocity;49;Sunday;Sunday;133.96;1740
DTW;LAS;Expedia;41;Tuesday;Monday;96.75;1740
DTW;LAS;Offline;19;Thursday;Tuesday;178.62375;1740
DTW;LAS;Online Other;7;Friday;Friday;188.37;1740
DTW;LAS;Offline;94;Thursday;Sunday;124.65;1740
DTW;LAS;Offline;87;Wednesday;Saturday;93.86;1740
DTW;LAS;Travelocity;117;Sunday;Friday;124.65;1740
DTW;LAS;Offline;90;Monday;Sunday;97.47;1740
DTW;LAS;Travelocity;88;Friday;Tuesday;124.65;1740
DTW;LAS;Offline;101;Sunday;Wednesday;124.65;1740
DTW;LAS;Online Other;77;Wednesday;Wednesday;92.1;1740
DTW;LAS;Orbitz;7;Friday;Friday;163.72;1740
DTW;LAS;Orbitz;77;Wednesday;Wednesday;82.79;1740
DTW;LAS;Offline;52;Tuesday;Friday;153.6307143;1740
DTW;LAS;Online Other;78;Wednesday;Thursday;145.67;1740
DTW;LAS;Expedia;108;Sunday;Wednesday;106.05;1740
DTW;LAS;Offline;84;Wednesday;Wednesday;102.324;1740
DTW;LAS;Expedia;97;Saturday;Friday;124.65;1740
DTW;LAS;Online Other;127;Monday;Tuesday;95.44;1740
DTW;LAS;Offline;140;Friday;Friday;115.35;1740
DTW;LAS;Offline;108;Thursday;Sunday;126.975;1740
DTW;LAS;Travelocity;21;Monday;Monday;144.65;1740
DTW;LAS;Offline;184;Monday;Wednesday;106.05;1740
DTW;LAS;Offline;60;Sunday;Thursday;157.8728571;1740
DTW;LAS;Travelocity;32;Tuesday;Saturday;160.93;1740
DTW;LAS;Online Other;154;Friday;Friday;95.44;1740
DTW;LAS;Travelocity;37;Thursday;Saturday;77.21;1740
DTW;LAS;Offline;158;Tuesday;Saturday;87.44;1740
DTW;LAS;Expedia;70;Sunday;Sunday;126.2;1740
DTW;LAS;Offline;10;Monday;Thursday;255.513;1740
DTW;LAS;Offline;104;Saturday;Friday;115.93;1740
DTW;LAS;Expedia;1;Wednesday;Thursday;139.495;1740
DTW;LAS;Offline;111;Thursday;Wednesday;106.05;1740
DTW;LAS;Online Other;35;Friday;Friday;135.63;1740
DTW;LAS;Expedia;46;Wednesday;Sunday;133.955;1740
DTW;LAS;Offline;186;Tuesday;Saturday;87.44;1740
DTW;LAS;Offline;136;Thursday;Sunday;124.65;1740
